ID,quality_score,Owner,Country_of_Origin,Farm_Name,Company,Region,Producer,Number_of_Bags,Bag_Weight,In-Country_Partner,Harvest_Year,Grading_Date,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,Expiration,Certification_Body,Certification_Address,Certification_Contact,Altitude_Units,Lower_Altitude,Upper_Altitude
665,82.5,Juan Luis Alvarado Romero,Guatemala,LA ESPERANZA Y ANEXOS,"UNEX (GUATEMALA),S.A",ORIENTE,MARGARITA DE NUYENS,250,69.0,Asociacion Nacional Del Café,2013,"February 26th, 2013",Bourbon,Completed,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,10.0,7.33,Sample  82.50,11 %,0 full defects,0.0,Green,0 full defects,"February 26th, 2014",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4300,
666,82.5,SAUL M. HERNANDEZ RAMIREZ,Mexico,LA PAGUA,,SAN BARTOLO TUTOTEPEC,"VELASCO SAN AGUSTIN, NAZARIO",10,1.0,AMECAFE,2012,"September 27th, 2012",Typica,Completed,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.42,10.0,10.0,10.0,7.58,Sample  82.50,13 %,0 full defects,0.0,None,10 full defects,"September 27th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1679,
667,82.5,ENRIQUE MITRE LOPEZ,Mexico,CALTUCHOCO,CAFE DE LA SIERRA NORTE DE PUEBLA,ZAPOTITLAN DE MENDEZ,ENRIQUE MITRE LOPEZ,10,1.0,AMECAFE,2012,"July 26th, 2012",Typica,Completed,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.5,Sample  82.50,12 %,0 full defects,0.0,Green,5 full defects,"July 26th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1100,
668,82.5,Enrique Eduardo Lopez Aguilar,Mexico,SANTA CRUZ - PANTE DON MANUEL,FINCA SANTA CRUZ,LA CONCORDIA,SUSANA LETICIA LOPEZ AGUILAR,28,1.0,AMECAFE,2012,"June 7th, 2012",Typica,Completed,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,10.0,7.5,Sample  82.50,11 %,0 full defects,0.0,,2 full defects,"June 7th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1650,
669,82.5,Juan Luis Alvarado Romero,Guatemala,VARIOUS,WAELTI -SCHOENFELD,ORIENTE,VARIOUS,275,1.0,Asociacion Nacional Del Café,2012,"March 26th, 2012",Caturra,Completed,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,10.0,7.5,Sample  82.50,11 %,0 full defects,0.0,Green,5 full defects,"March 26th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,
670,82.5,Jacques Pereira Carneiro,Brazil,Fazenda do Sertao,Exportadora de Cafés Carmo de Minas LTDA,Carmo de Minas Micro Region,Nazareth Dias Pereira,300,60.0,NUCOFFEE,2012,"March 16th, 2012",Bourbon,Completed,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.42,Sample  82.50,0 %,0 full defects,0.0,Blue-Green,4 full defects,"March 16th, 2013",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,meters,1250,
671,82.5,Racafe & Cia S.C.A,Colombia,,C.I.Racafe & Cia S.C.A,HUILA,LA PLATA,275,70.0,Almacafé,2012,"March 5th, 2012",Caturra,Completed,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,7.58,Sample  82.50,11 %,1 full defects,0.0,Green,3 full defects,"March 5th, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
672,82.5,Kona Pacific Farmers Cooperative,United States (Hawaii),,CQI,Kona,,7,45.3592,Specialty Coffee Association,2012,"February 23rd, 2012",Hawaiian Kona,Completed,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,10.0,7.58,Sample  82.50,12 %,2 full defects,0.0,Green,3 full defects,"February 22nd, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
673,82.5,Adam Kline,Guatemala,,,Huehuetenango,,245,1.0,Specialty Coffee Association,,"July 23rd, 2010",,Completed,,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10.0,10.0,7.33,Sample  82.50,1 %,1 full defects,0.0,,14 full defects,"July 23rd, 2011",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1600,
674,82.42,Brian Beck,Honduras,Carrillo Cooperativa,Carrillo Cooperativa,"Comayagua, Honduras",Danilo Carrillo,1,2.0,Specialty Coffee Association,2017,"September 27th, 2017",Other,Completed,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,10.0,7.5,Sample  82.42,12 %,0 full defects,1.0,Green,6 full defects,"September 27th, 2018",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1500,
675,82.42,Juan Luis Alvarado Romero,Guatemala,PIAMONTE,"UNEX GUATEMALA, S.A.",SAN MARCOS,JORGE LEAL,50,69.0,Asociacion Nacional Del Café,2017,"September 8th, 2017",Bourbon,Completed,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,10.0,7.42,Sample  82.42,10 %,0 full defects,1.0,Green,2 full defects,"September 8th, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,1700,
676,82.42,Juan Luis Alvarado Romero,Guatemala,LAS MERCEDITAS,"UNEX GUATEMALA, S.A.",SAN MARCOS,ANGEL DE LEON,50,69.0,Asociacion Nacional Del Café,2016,"June 1st, 2017",Bourbon,Completed,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,10.0,7.5,Sample  82.42,12 %,0 full defects,0.0,Green,0 full defects,"June 1st, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,1700,
677,82.42,Juan Luis Alvarado Romero,Guatemala,LA ESMERALDA,"UNEX GUATEMALA, S.A.",EL PROGRESO,JESUS RAMIREZ,20,69.0,Asociacion Nacional Del Café,2017,"June 1st, 2017",Bourbon,Completed,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,10.0,7.42,Sample  82.42,12 %,0 full defects,0.0,Green,0 full defects,"June 1st, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,518,
678,82.42,Juan Luis Alvarado Romero,Guatemala,PROVIDENCIA,Asociación Nacional del Café - Anacafe -,SANTA ROSA,"PLANTACIONES AGROPECUARIAS, S.A.",275,69.0,Asociacion Nacional Del Café,2017,"January 20th, 2017",Caturra,Completed,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,10.0,7.5,Sample  82.42,11 %,0 full defects,2.0,Green,3 full defects,"January 20th, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,
679,82.42,Racafe & Cia S.C.A,Colombia,,Racafe & Cia S.C.A,Guayatá,,43,70.0,Almacafé,2016,"August 5th, 2016",Caturra,Completed,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,10.0,8.08,Sample  82.42,11 %,0 full defects,0.0,Green,1 full defects,"August 5th, 2017",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1600,
680,82.42,Yunnan Coffee Exchange,China,Menglian Gao Sanlin Coffee Factory,Yunnan Coffee Exchange,Yunnan province Pu'er City Menglian County,Menglian Gao Sanlin Coffee Factory,3,60.0,Yunnan Coffee Exchange,2015,"April 6th, 2016",Catimor,Completed,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.58,Sample  82.42,10 %,0 full defects,0.0,Green,0 full defects,"April 6th, 2017",Yunnan Coffee Exchange,"Warehouse of YCE, Chuangye Road, Munaihe Industrial Park, Pu'er Yunnan Province 665000",Zooey Li - +8608792891121,meters,1600,
681,82.42,BOURBON SPECIALTY COFFEES,Brazil,,BOURBON SPECIALTY COFFEES,CAMPOS ALTOS - CERRADO,,300,60.0,Brazil Specialty Coffee Association,2016,"January 12th, 2016",,Completed,,7.42,7.5,7.33,7.5,7.25,7.42,10.0,10.0,10.0,8.0,Sample  82.42,11 %,0 full defects,1.0,Green,0 full defects,"January 11th, 2017",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,
682,82.42,Gladness Obed Pallangyo,"Tanzania, United Republic Of",NGURUMA,TAWOCA,ARUSHA MERU,GLADNESS OBED PALLANGYO,10,60.0,Africa Fine Coffee Association,,"November 16th, 2015",Ruiru 11,Completed,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.58,Sample  82.42,13 %,0 full defects,0.0,Green,7 full defects,"November 15th, 2016",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,meters,2285,
683,82.42,Ipanema Coffees,Brazil,Rio Verde,Ipanema Coffees,South of Minas Gerais,Ipanema Agrícola SA,320,2.0,Brazil Specialty Coffee Association,,"October 8th, 2015",Yellow Bourbon,Completed,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,10.0,10.0,10.0,7.42,Sample  82.42,0 %,0 full defects,0.0,Green,0 full defects,"October 7th, 2016",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,meters,,
684,82.42,The Coffee Source Inc.,Guatemala,SEVERAL,The Coffee Source Inc.,Atitlan,UNEX,250,1.0,Specialty Coffee Association of Costa Rica,2013,"December 18th, 2014",Caturra,Completed,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,7.33,Sample  82.42,10 %,0 full defects,0.0,Green,0 full defects,"December 18th, 2015",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,meters,1400,
685,82.42,PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Mexico,LOS LLANITOS,PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,LA YERBA,AVELINO CHAVEZ REYNA,10,1.0,AMECAFE,2014,"August 14th, 2014",Typica,Completed,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,Sample  82.42,11 %,0 full defects,0.0,Green,0 full defects,"August 14th, 2015",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1296,
686,82.42,NUCOFFEE,Brazil,Fazenda Serra Negra,NUCOFFEE,South of Minas Gerais,Betina Vilela Reis,39,60.0,NUCOFFEE,2012,"May 8th, 2014",Catuai,Completed,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,10.0,7.42,Sample  82.42,12 %,0 full defects,0.0,Blue-Green,1 full defects,"May 8th, 2015",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,meters,1000,
687,82.42,Dane Loraas,Peru,,Sustainable Harvest,Peru,,320,2.26796,Specialty Coffee Association,2013,"January 21st, 2014",,Completed,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,10.0,7.5,Sample  82.42,0 %,0 full defects,0.0,Green,3 full defects,"January 21st, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
688,82.42,Ipanema Coffees,Brazil,Fazenda Rio Verde,Ipanema Coffees,South Minas,Ipanema Coffees,220,60.0,Specialty Coffee Association,,"December 30th, 2013",Yellow Bourbon,Completed,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,8.17,Sample  82.42,0 %,0 full defects,0.0,Green,0 full defects,"December 30th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1260,
689,82.42,MANUEL HERRERA JUAREZ,Mexico,FINCA LOS BARREALES,,Teocelo,MANUEL HERRERA JUAREZ,10,1.0,AMECAFE,2013,"December 12th, 2013",Bourbon,Completed,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,10.0,7.5,Sample  82.42,12 %,0 full defects,0.0,Green,0 full defects,"December 12th, 2014",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1170,
690,82.42,Brent Hall,Honduras,,S&D Coffee and Tea,,,1,2.0,Specialty Coffee Association,2012,"December 10th, 2013",,Completed,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10.0,10.0,10.0,7.67,Sample  82.42,9 %,0 full defects,0.0,None,2 full defects,"December 10th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
691,82.42,Racafe & Cia S.C.A,Colombia,,Racafe & Cia S.C.A,Huila,,250,70.0,Almacafé,2013,"May 31st, 2013",Caturra,Completed,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.42,Sample  82.42,11 %,0 full defects,0.0,Green,9 full defects,"May 31st, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
692,82.42,NESTOR MENDEZ GOMEZ,Mexico,CIPRESAL,CESMACH S.C.,CHIAPAS,EMPERATRIZ GARCIA MUÑOZ,49,1.0,AMECAFE,2013,"March 29th, 2013",Typica,Completed,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,10.0,7.42,Sample  82.42,12 %,0 full defects,0.0,Green,5 full defects,"March 29th, 2014",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1560,
693,82.42,JESUS SALAZAR VELASCO,Mexico,PANTE SAN PEDRO,CARAJILLO CAFÉ SA DE CV,SAN PEDRO COTZILNAM,VICTOR MANUEL LOPEZ VAZQUEZ,20,1.0,AMECAFE,2012,"September 11th, 2012",Typica,Completed,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.42,Sample  82.42,13 %,0 full defects,0.0,Green,2 full defects,"September 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1400,
694,82.42,"El Equimite, Cafetal Biodinámico",Mexico,"CAFETAL EL EQUIMITE, RANCHO AGROECOLÓGICO",,COATEPEC,GIBRAN LEONARDO CERVANTES COVARRUBIAS,35,1.0,AMECAFE,2012,"September 10th, 2012",Typica,Completed,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,Sample  82.42,14 %,0 full defects,0.0,Green,9 full defects,"September 10th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1300,
695,82.42,MANUEL HERRERA JUAREZ,Mexico,LOS BARREALES 1112LBCAT_S110312,FINCA LOS BARREALES,XALAPA,MANUEL HERRERA JUAREZ,10,1.0,AMECAFE,2012,"August 31st, 2012",Caturra,Completed,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,10.0,7.58,Sample  82.42,13 %,0 full defects,0.0,Green,1 full defects,"August 31st, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1170,
696,82.42,DARIO CESAR GALEANA SANCHEZ,Mexico,CORRAL DEL DIABLO LOTE 1,,ZIHUATANEJO DE AZUETA,DARIO FRANCISCO GALEANA SOLIS,74,1.0,AMECAFE,2012,"July 25th, 2012",Typica,Completed,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,Sample  82.42,11 %,0 full defects,0.0,Green,0 full defects,"July 25th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1300,
697,82.42,JOSE DANIEL COBILT CASTRO,Mexico,CAÑADA FRIA,,HUATUSCO,JOSE DANIEL COBILT CASTRO,26,1.0,AMECAFE,2012,"July 11th, 2012",Pacamara,Completed,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,10.0,7.58,Sample  82.42,14 %,0 full defects,0.0,Green,6 full defects,"July 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1350,
698,82.42,ALVARO QUIROS PEREZ,Mexico,FINCA NEXTLALPA,,XICOTEPEC DE JUAREZ,"ALVARO QUIROS PEREZ, MIGUEL QUIROZ PEREZ",10,1.0,AMECAFE,2012,"July 3rd, 2012",Caturra,Completed,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.58,Sample  82.42,11 %,0 full defects,0.0,Green,0 full defects,"July 3rd, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1150,
699,82.42,OLIVIA HERNANDEZ VIRVES,Mexico,SANTA ROSA,,PROGRESO SANTA ROSA TEOCELO,OLIVIA HERNANDEZ VIRVES,1,1.0,AMECAFE,2012,"June 6th, 2012",Bourbon,Completed,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,10.0,10.0,10.0,7.5,Sample  82.42,13 %,0 full defects,0.0,,4 full defects,"June 6th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1250,
700,82.42,FINCA LAS NIEVES,Mexico,FLN MIRADOR,FINCA LAS NIEVES,FLN MIRADOR,ROBIN CLEAVER,10,1.0,AMECAFE,2012,"April 9th, 2012",Typica,Completed,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,10.0,7.5,Sample  82.42,12 %,0 full defects,0.0,Bluish-Green,0 full defects,"April 9th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1450,
701,82.42,CARCAFE LTDA CI,Colombia,,CARCAFE LTDA CI,HUILA,JAIME PULIDO / ALBINO MAHECHA / FREDDY MENDEZ,250,70.0,Almacafé,2012,"January 31st, 2012",Caturra,Completed,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10.0,10.0,10.0,7.58,Sample  82.42,0 %,0 full defects,0.0,,2 full defects,"January 30th, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
702,82.42,NUCOFFEE,Brazil,Santa Mariana,NUCOFFEE,South of Minas Gerais,Glycia Maria,51,60.0,NUCOFFEE,2012,"January 23rd, 2012",Arusha,Completed,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.42,Sample  82.42,11 %,0 full defects,0.0,Blue-Green,2 full defects,"January 22nd, 2013",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,
703,82.42,Exportadora de Cafe Condor S.A,Colombia,,Exportadora de Cafe Condor S.A,Huila,,250,70.0,Almacafé,2011,"December 22nd, 2011",Caturra,Completed,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,7.75,Sample  82.42,0 %,0 full defects,0.0,Green,2 full defects,"December 21st, 2012",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1750,
704,82.42,Exportadora de Cafe Condor S.A,Colombia,,,huila,,0,70.0,Almacafé,,"September 22nd, 2011",,Completed,,7.58,7.25,7.42,7.25,7.58,7.83,10.0,10.0,10.0,7.5,Sample  82.42,2 %,0 full defects,0.0,,1 full defects,"September 21st, 2012",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1750,
705,82.33,Bismarck Castro,Honduras,Los Hicaques,CIGRAH S.A DE C.V,Comayagua,Reinerio Zepeda,275,69.0,Instituto Hondureño del Café,2017,"April 6th, 2017",Caturra,Completed,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.58,Sample  82.33,10 %,0 full defects,1.0,Green,8 full defects,"April 6th, 2018",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,meters,1396,
706,82.33,Pedro Santos e Silva,Brazil,Fazenda São Pedro,OLAM,Cerrado,Tulio Taft Bovaretto,320,2.0,Brazil Specialty Coffee Association,2016,"February 9th, 2017",Catuai,Completed,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,10.0,7.67,Sample  82.33,11 %,0 full defects,3.0,Green,11 full defects,"February 9th, 2018",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,meters,982,
707,82.33,Gabriel Barbara,Brazil,,Volcafe Ltda.,CERRADO,,305,59.0,Brazil Specialty Coffee Association,,"October 13th, 2016",,Completed,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,10.0,7.5,Sample  82.33,11 %,0 full defects,4.0,Green,14 full defects,"October 13th, 2017",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,
708,82.33,Ipanema Coffees,Brazil,Capoeirinha Farm,Ipanema Coffees,South of Minas Gerais,Ipanema Agricola,320,60.0,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Bourbon,Completed,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.5,Sample  82.33,11 %,0 full defects,2.0,Bluish-Green,3 full defects,"August 16th, 2017",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,meters,934,
709,82.33,"CECA, S.A.",Costa Rica,Gamboa,"CECA,S.A.",Tarrazu,Martin Gutierrez,100,69.0,Specialty Coffee Association of Costa Rica,2015,"July 15th, 2016",Caturra,Completed,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,7.5,Sample  82.33,10 %,6 full defects,1.0,Bluish-Green,3 full defects,"July 15th, 2017",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,meters,1850,
710,82.33,Rodrigo Soto,Costa Rica,Rio Jorco,Panamerican Coffee Trading,Tarrazu,Johanna,130,69.0,Specialty Coffee Association of Costa Rica,2015,"May 17th, 2016",Catuai,Completed,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,7.33,Sample  82.33,0 %,0 full defects,2.0,Green,0 full defects,"May 17th, 2017",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,meters,1550,
711,82.33,Yunnan Coffee Exchange,China,Yun Lan Coffee Co. Ltd,Yunnan Coffee Exchange,XiShuangBanNa Prefecture,Yun Lan Coffee Co. Ltd,3,60.0,Yunnan Coffee Exchange,2015,"April 5th, 2016",Catimor,Completed,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.5,Sample  82.33,12 %,0 full defects,6.0,Green,2 full defects,"April 5th, 2017",Yunnan Coffee Exchange,"Warehouse of YCE, Chuangye Road, Munaihe Industrial Park, Pu'er Yunnan Province 665000",Zooey Li - +8608792891121,meters,1580,
712,82.33,Ipanema Coffees,Brazil,Rio Verde,Ipanema Coffees,South Minas Gerais,Ipanema Agrícola SA,12,2.0,Specialty Coffee Association,,"October 8th, 2015",Bourbon,Completed,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,7.75,Sample  82.33,7 %,0 full defects,0.0,Green,0 full defects,"October 7th, 2016",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1268,
713,82.33,BOURBON SPECIALTY COFFEES,Brazil,,BOURBON SPECIALTY COFFEES,CHAPADÃO DE FERRO (CERRADO MINEIRO),,300,60.0,Brazil Specialty Coffee Association,2015,"April 20th, 2015",Mundo Novo,Completed,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,10.0,7.42,Sample  82.33,11 %,0 full defects,0.0,Green,10 full defects,"April 19th, 2016",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,
714,82.33,Juan Luis Alvarado Romero,Guatemala,FINCA LOMA LINDA Y ANEXO,"EXPORTCAFE, S.A.",HUEHUETENANGO,AMANCIO DEL VALLE CARRILLO,275,69.0,Asociacion Nacional Del Café,2015,"March 10th, 2015",Bourbon,Completed,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,7.42,Sample  82.33,10 %,0 full defects,0.0,Green,6 full defects,"March 9th, 2016",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,5500,
